brand_name,season,title,cover_image,show_url,year,category
Paul Smith,Fall 2025 Menswear,Paul Smith,https://assets.vogue.com/photos/679110db806238aa95500667/16:9/pass/00001-paul-smith-fall-2025-menswear-credit-brand.jpg,https://www.vogue.com/fashion-shows/fall-2025-menswear/paul-smith,2025,Menswear
Peter Do,Fall 2024 Ready To Wear,Peter Do,https://assets.vogue.com/photos/65de490d1291668dd5549c43/16:9/pass/00001-peter-do-fall-2024-ready-to-wear-credit-brand.jpg,https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/peter-do,2024,Ready-to-Wear
Peter Do,Spring 2024 Ready To Wear,Peter Do,https://assets.vogue.com/photos/6512ea5821b59c9e247ef5f0/16:9/pass/00001-peter-do-spring-2024-ready-to-wear-credit-brand.jpg,https://www.vogue.com/fashion-shows/spring-2024-ready-to-wear/peter-do,2024,Ready-to-Wear
Prada,Fall 2024 Menswear,Prada,https://assets.vogue.com/photos/65a405d3d37bc23dd117fcb1/16:9/pass/00001-prada-fall-2024-menswear-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2024-menswear/prada,2024,Menswear
Prada,Fall 2024 Ready To Wear,Prada,https://assets.vogue.com/photos/65d7703e728f66af8106d431/16:9/pass/00001-prada-fall-2024-ready-to-wear-credit-gorunway.JPG,https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/prada,2024,Ready-to-Wear
Ralph Lauren,Fall 2024 Ready To Wear,Ralph Lauren,https://assets.vogue.com/photos/6630680a66a333d9ae1d1bc9/16:9/pass/00001-ralph-lauren-fall-2024-ready-to-wear-credit-brand.jpg,https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/ralph-lauren,2024,Ready-to-Wear
Ralph Lauren,Fall 2025 Menswear,Ralph Lauren,https://assets.vogue.com/photos/678b6e3e92db05575a5f98e2/16:9/pass/00001-ralph-lauren-fall-2025-menswear-credit-brand.jpg,https://www.vogue.com/fashion-shows/fall-2025-menswear/ralph-lauren,2025,Menswear
Rick Owens,Fall 2024 Menswear,Rick Owens,https://assets.vogue.com/photos/65a948ca42e8794d66a9b44a/16:9/pass/00001-rick-owens-fall-2024-menswear-credit-owenscorp.jpg,https://www.vogue.com/fashion-shows/fall-2024-menswear/rick-owens,2024,Menswear
Rick Owens,Fall 2024 Ready To Wear,Rick Owens,https://assets.vogue.com/photos/65e0a0b690b19a5a056e54f9/16:9/pass/00001-rick-owens-fall-2024-ready-to-wear-credit-brand.CR3.jpg,https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/rick-owens,2024,Ready-to-Wear
Robert Wun,Fall 2024 Couture,Robert Wun,https://assets.vogue.com/photos/667d8a6a5177a44273fac293/16:9/pass/00001-robert-wun-fall-2024-couture-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2024-couture/robert-wun,2024,Couture
Robert Wun,Fall 2025 Couture,Robert Wun,https://assets.vogue.com/photos/686e52d13089015f0d8a15e8/16:9/pass/00001-robert-wun-fall-2025-couture-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2025-couture/robert-wun,2025,Couture
Roberto Cavalli,Fall 2024 Ready To Wear,Roberto Cavalli,https://assets.vogue.com/photos/65d67334df261ce14bf80e6b/16:9/pass/00001-roberto-cavalli-2024-ready-to-wear-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/roberto-cavalli,2024,Ready-to-Wear
Roberto Cavalli,Fall 2025 Ready To Wear,Roberto Cavalli,https://assets.vogue.com/photos/67c0e0ddd58446c6df78f274/16:9/pass/00001-roberto-cavalli-fall-2025-ready-to-wear-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2025-ready-to-wear/roberto-cavalli,2025,Ready-to-Wear
Romance Was Born,Australia Resort 2025,Romance Was Born,https://assets.vogue.com/photos/664496c8b815a90cd4a5728d/16:9/pass/00001-romance-was-born-resort-2025-australia-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/australia-resort-2025/romance-was-born,2025,Resort
Romance Was Born,Pre Fall 2025,Romance Was Born,https://assets.vogue.com/photos/677f9bf63fe215353a493f1c/16:9/pass/00001-romance-was-born-pre-fall-2025-credit-brand.jpg,https://www.vogue.com/fashion-shows/pre-fall-2025/romance-was-born,2025,
Sacai,Fall 2024 Menswear,Sacai,https://assets.vogue.com/photos/65ad4bd90496f30612216421/16:9/pass/00001-sacai-fall-2024-menswear-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2024-menswear/sacai,2024,Menswear
Sacai,Fall 2024 Ready To Wear,Sacai,https://assets.vogue.com/photos/65e60df8cc8e0f3fb09525be/16:9/pass/00001-sacai-fall-2024-ready-to-wear-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/sacai,2024,Ready-to-Wear
Saint Laurent,Fall 2025 Menswear,Saint Laurent,https://assets.vogue.com/photos/679b8898a69d5a846c963b2d/16:9/pass/00001-saint-laurent-fall-2025-menswear-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2025-menswear/saint-laurent,2025,Menswear
Saint Laurent,Fall 2025 Ready To Wear,Saint Laurent,https://assets.vogue.com/photos/67d1bbcf515ec09b78676c37/16:9/pass/00001-saint-laurent-fall-2025-ready-to-wear-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2025-ready-to-wear/saint-laurent,2025,Ready-to-Wear
Salvatore Ferragamo,Fall 2024 Ready To Wear,Ferragamo,https://assets.vogue.com/photos/65d9cf252929e7de7573fff3/16:9/pass/_ALE5451.jpg,https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/salvatore-ferragamo,2024,Ready-to-Wear
Salvatore Ferragamo,Fall 2025 Ready To Wear,Ferragamo,https://assets.vogue.com/photos/67c49a90aeeb2e9f4618f465/16:9/pass/00001-ferragamo-fall-2025-ready-to-wear-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2025-ready-to-wear/salvatore-ferragamo,2025,Ready-to-Wear
Sandro,Spring 2024 Menswear,Sandro,https://assets.vogue.com/photos/6515ae10ddba42abcd33492b/16:9/pass/00001-sandro-spring-2024-menswear-credit-brand.jpg,https://www.vogue.com/fashion-shows/spring-2024-menswear/sandro,2024,Menswear
Sandro,Spring 2024 Ready To Wear,Sandro,https://assets.vogue.com/photos/6515aad4f1936cc3017096a9/16:9/pass/00001%E2%80%94sandro-spring-2024-ready-to-wear-credit-brand.jpg,https://www.vogue.com/fashion-shows/spring-2024-ready-to-wear/sandro,2024,Ready-to-Wear
Schiaparelli,Fall 2024 Couture,Schiaparelli,https://assets.vogue.com/photos/6679994953babd822edefa11/16:9/pass/00001-schiaparelli-fall-2024-couture-credit-brand.jpg,https://www.vogue.com/fashion-shows/fall-2024-couture/schiaparelli,2024,Couture
Schiaparelli,Fall 2024 Ready To Wear,Schiaparelli,https://assets.vogue.com/photos/65e0f37b91acd9398022b73a/16:9/pass/00001-schiaparelli-fall-2024-ready-to-wear-credit-brand.jpg,https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/schiaparelli,2024,Ready-to-Wear
Self-Portrait,Fall 2024 Ready To Wear,Self-Portrait,https://assets.vogue.com/photos/65d391d2842ed295377e5e16/16:9/pass/00001-self-portrait-fall-2024-ready-to-wear-credit-brand.jpg,https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/self-portrait,2024,Ready-to-Wear
Self-Portrait,Fall 2025 Ready To Wear,Self-Portrait,https://assets.vogue.com/photos/67c1d8b70db2d093885df27d/16:9/pass/00001-self-portrait-fall-2025-ready-to-wear-credit-brand.jpg,https://www.vogue.com/fashion-shows/fall-2025-ready-to-wear/self-portrait,2025,Ready-to-Wear
Shushutong,Shanghai Fall 2024,Shushu/Tong,https://assets.vogue.com/photos/660a67d0b79c7c5ef5570a7d/16:9/pass/00001-shushu-tong-fall-2024-ready-to-wear-shanghai-credit-brand.jpg,https://www.vogue.com/fashion-shows/shanghai-fall-2024/shushutong,2024,
Shushutong,Shanghai Fall 2025,Shushu/Tong,https://assets.vogue.com/photos/67ec0aa34f75e0906ee0ef08/16:9/pass/00001-shushu-tong-fall-2025-ready-to-wear-shanghai-credit-brand.jpg,https://www.vogue.com/fashion-shows/shanghai-fall-2025/shushutong,2025,
Stella McCartney,Fall 2024 Ready To Wear,Stella McCartney,https://assets.vogue.com/photos/65e5cd7082dcc280e6e4a9ba/16:9/pass/00001-stella-mccartney-fall-2024-ready-to-wear-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/stella-mccartney,2024,Ready-to-Wear
Stella McCartney,Fall 2025 Ready To Wear,Stella McCartney,https://assets.vogue.com/photos/67c89a0c104d40389884c748/16:9/pass/00001-stella-mccartney-fall-2025-ready-to-wear-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2025-ready-to-wear/stella-mccartney,2025,Ready-to-Wear
Sunnei,Fall 2024 Ready To Wear,Sunnei,https://assets.vogue.com/photos/65d8ecb85d0af79bd453c890/16:9/pass/00001-sunnei-fall-2024-ready-to-wear-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/sunnei,2024,Ready-to-Wear
Sunnei,Fall 2025 Ready To Wear,Sunnei,https://assets.vogue.com/photos/67c208c5ee056099a0b34428/16:9/pass/00001-sunnei-fall-2025-ready-to-wear-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2025-ready-to-wear/sunnei,2025,Ready-to-Wear
Thom Browne,Fall 2024 Couture,Thom Browne,https://assets.vogue.com/photos/6679b465385e2a8e57ec6258/16:9/pass/00002-thom-browne-fall-2024-couture-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2024-couture/thom-browne,2024,Couture
Thom Browne,Fall 2024 Ready To Wear,Thom Browne,https://assets.vogue.com/photos/65cdd466e762fe1180089e53/16:9/pass/00001-thom-browne-fall-2024-ready-to-wear-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/thom-browne,2024,Ready-to-Wear
Tom Ford,Fall 2024 Ready To Wear,Tom Ford,https://assets.vogue.com/photos/65d8318bf407f8baf9dd7e32/16:9/pass/00001-tom-ford-fall-2024-ready-to-wear-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/tom-ford,2024,Ready-to-Wear
Tom Ford,Fall 2025 Ready To Wear,Tom Ford,https://assets.vogue.com/photos/67c96ae498be470bd0496d5e/16:9/pass/00001-tom-ford-fall-2025-ready-to-wear-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2025-ready-to-wear/tom-ford,2025,Ready-to-Wear
Toteme,Fall 2024 Ready To Wear,Toteme,https://assets.vogue.com/photos/65af7dca3a2e7db8a989b28e/16:9/pass/00001-toteme-fall-2024-ready-to-wear-credit-brand.jpg,https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/toteme,2024,Ready-to-Wear
Toteme,Fall 2025 Ready To Wear,Toteme,https://assets.vogue.com/photos/6797da593ba4d17f3ab0f611/16:9/pass/00001-toteme-fall-2025-ready-to-wear-credit-brand.jpg,https://www.vogue.com/fashion-shows/fall-2025-ready-to-wear/toteme,2025,Ready-to-Wear
Undercover,Fall 2025 Menswear,Undercover,https://assets.vogue.com/photos/6793594474f33a26c039d2d0/16:9/pass/00001-undercover-fall-2025-menswear-credit-brand.jpg,https://www.vogue.com/fashion-shows/fall-2025-menswear/undercover,2025,Menswear
Undercover,Fall 2025 Ready To Wear,Undercover,https://assets.vogue.com/photos/67c75035ddbf576eb6a51aca/16:9/pass/00001-undercover-fall-2025-ready-to-wear-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2025-ready-to-wear/undercover,2025,Ready-to-Wear
Uma Wang,Fall 2024 Ready To Wear,Uma Wang,https://assets.vogue.com/photos/65e1ba866223a1b8e4aa4909/16:9/pass/00001-uma-wang-fall-2024-ready-to-wear-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/uma-wang,2024,Ready-to-Wear
Uma Wang,Fall 2025 Ready To Wear,Uma Wang,https://assets.vogue.com/photos/67ca16026865e04972c1d38e/16:9/pass/00001-uma-wang-fall-2025-ready-to-wear-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2025-ready-to-wear/uma-wang,2025,Ready-to-Wear
Valentino,Fall 2024 Ready To Wear,Valentino,https://assets.vogue.com/photos/65e4f54644af94e8e49d7603/16:9/pass/00001-valentino-fall-2024-ready-to-wear-credit-brand.jpg,https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/valentino,2024,Ready-to-Wear
Valentino,Fall 2025 Ready To Wear,Valentino,https://assets.vogue.com/photos/67cde6afb743ec7268f32ed0/16:9/pass/00001-valentino-fall-2025-ready-to-wear-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2025-ready-to-wear/valentino,2025,Ready-to-Wear
Versace,Fall 2024 Ready To Wear,Versace,https://assets.vogue.com/photos/65d9a61a53a821ddad733a32/16:9/pass/00001-versace-fall-2024-ready-to-wear-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/versace,2024,Ready-to-Wear
Versace,Fall 2025 Ready To Wear,Versace,https://assets.vogue.com/photos/67c2c5ede6d757904d4ea566/16:9/pass/00001-versace-fall-2025-ready-to-wear-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2025-ready-to-wear/versace,2025,Ready-to-Wear
Vetements,Fall 2024 Ready To Wear,Vetements,https://assets.vogue.com/photos/65e2501ecadd9e4430ef028e/16:9/pass/00001-vetements-fall-2024-ready-to-wear-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/vetements,2024,Ready-to-Wear
Vetements,Spring 2024 Menswear,Vetements,https://assets.vogue.com/photos/649ab941353472860bc0b7e5/16:9/pass/00002-vetements-spring-2024-menswear--credit-brand.jpg,https://www.vogue.com/fashion-shows/spring-2024-menswear/vetements,2024,Menswear
Victoria Beckham,Fall 2024 Ready To Wear,Victoria Beckham,https://assets.vogue.com/photos/65e2624e17385f7fc38d7bbd/16:9/pass/00001-victoria-beckham-fall-2024-ready-to-wear-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/victoria-beckham,2024,Ready-to-Wear
Victoria Beckham,Fall 2025 Ready To Wear,Victoria Beckham,https://assets.vogue.com/photos/67cc044c5c8c8be7c4f3b118/16:9/pass/00001-victoria-beckham-fall-2025-ready-to-wear-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2025-ready-to-wear/victoria-beckham,2025,Ready-to-Wear
Vivienne Westwood,Fall 2024 Ready To Wear,Vivienne Westwood,https://assets.vogue.com/photos/6603f5c634ca9c71e37a6d90/16:9/pass/00001-vivienne-westwood-fall-2024-ready-to-wear-credit-brand.jpg,https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/vivienne-westwood,2024,Ready-to-Wear
Vivienne Westwood,Fall 2025 Ready To Wear,Vivienne Westwood,https://assets.vogue.com/photos/6800d46c129a793294cd99b4/16:9/pass/00001-vivienne-westwood-fall-2025-ready-to-wear-credit-brand.jpg,https://www.vogue.com/fashion-shows/fall-2025-ready-to-wear/vivienne-westwood,2025,Ready-to-Wear
Walter Van Beirendonck,Fall 2024 Menswear,Walter Van Beirendonck,https://assets.vogue.com/photos/65a81399a1aabee5ed057b24/16:9/pass/00001-walter-van-beirendonck-fall-2024-mens-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2024-menswear/walter-van-beirendonck,2024,Menswear
Walter Van Beirendonck,Fall 2025 Menswear,Walter Van Beirendonck,https://assets.vogue.com/photos/6791230ba03b19f9e40e2b1b/16:9/pass/00001-walter-von-beirendonck-fall-2025-menswear-credit-brand.jpg,https://www.vogue.com/fashion-shows/fall-2025-menswear/walter-van-beirendonck,2025,Menswear
Woolrich,Fall 2025 Menswear,Woolrich,https://assets.vogue.com/photos/678d2458762eaee994678f5a/16:9/pass/00001-woolrich-fall-2025-menswear-credit-brand.jpg,https://www.vogue.com/fashion-shows/fall-2025-menswear/woolrich,2025,Menswear
Woolrich,Spring 2025 Menswear,Woolrich,https://assets.vogue.com/photos/666df1640c205765b0eeeae8/16:9/pass/00001-woolrich-spring-2025-menswear-credit-brand.jpg,https://www.vogue.com/fashion-shows/spring-2025-menswear/woolrich,2025,Menswear
Y-3,Fall 2024 Menswear,Y-3,https://assets.vogue.com/photos/65a95284a4ead366fabb5d88/16:9/pass/00001-y3-fall-2024-menswear-credit-brand.jpg,https://www.vogue.com/fashion-shows/fall-2024-menswear/y-3,2024,Menswear
Y-3,Fall 2025 Menswear,Y-3,https://assets.vogue.com/photos/67952f5ee19c682f48aed4f5/16:9/pass/00001-y-3-fall-2025-menswear-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2025-menswear/y-3,2025,Menswear
Yohji Yamamoto,Fall 2024 Menswear,Yohji Yamamoto,https://assets.vogue.com/photos/65aa4b4647b341f8e68f1c4a/16:9/pass/00001-yohji-yamamoto-fall-2024-menswear-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2024-menswear/yohji-yamamoto,2024,Menswear
Yohji Yamamoto,Fall 2024 Ready To Wear,Yohji Yamamoto,https://assets.vogue.com/photos/65e2422b2fa65702730ed8b0/16:9/pass/00001-yohji-yamamoto-fall-2024-ready-to-wear-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/yohji-yamamoto,2024,Ready-to-Wear
Zimmermann,Fall 2024 Ready To Wear,Zimmermann,https://assets.vogue.com/photos/65e5db993add59d8a34bd9cf/16:9/pass/00001-zimmermann-fall-2024-ready-to-wearl-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2024-ready-to-wear/zimmermann,2024,Ready-to-Wear
Zimmermann,Fall 2025 Ready To Wear,Zimmermann,https://assets.vogue.com/photos/67cf18c72fa01dd0258cc164/16:9/pass/00001-zimmermann-fall-2025-ready-to-wear-credit-gorunway.jpg,https://www.vogue.com/fashion-shows/fall-2025-ready-to-wear/zimmermann,2025,Ready-to-Wear
Berluti,Fall 2024 Menswear,Berluti,https://assets.vogue.com/photos/65a6eea3e2516e2adb9833ad/16:9/pass/00001-berluti-fall-2024-menswear-credit-brand.jpg,https://www.vogue.com/fashion-shows/fall-2024-menswear/berluti,2024,Menswear
Berluti,Fall 2025 Menswear,Berluti,https://assets.vogue.com/photos/678fae8bd181509318980deb/16:9/pass/00001-berluti-fall-2025-menswear-credit-brand.jpg,https://www.vogue.com/fashion-shows/fall-2025-menswear/berluti,2025,Menswear
